text,true_label,predicted_label,predicted_risk_score,risk_level,error_type,reasons,indicators
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1,0,20,LOW,false_negative,Link or verification action detected.,link
Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
it to 80488. Your 500 free text messages are valid until 31 December 2005.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,1,0,20,LOW,false_negative,Link or verification action detected.,link
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",1,0,20,LOW,false_negative,Link or verification action detected.,link
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
85233 FREE>Ringtone!Reply REAL,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1,0,15,LOW,false_negative,Banking-related language detected.,banking
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),0,1,45,MEDIUM,false_positive,Credential or authentication language detected. | Sensitive personal information language detected.,credential | personal_information
Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,1,0,20,LOW,false_negative,Link or verification action detected.,link
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
88066 FROM 88066 LOST 3POUND HELP,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
You have 1 new message. Please call 08718738034.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1,0,20,LOW,false_negative,Link or verification action detected.,link
Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",1,0,15,LOW,false_negative,Banking-related language detected.,banking
"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",0,1,30,MEDIUM,false_positive,Urgent language detected. | Financial or reward language detected.,financial | urgent_language
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,1,0,20,LOW,false_negative,Link or verification action detected.,link
"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",0,1,50,HIGH,false_positive,Banking-related language detected. | Financial or reward language detected. | Threat of account suspension or closure detected.,banking | financial | threat
"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",1,0,15,LOW,false_negative,Banking-related language detected.,banking
WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",0,1,50,HIGH,false_positive,Urgent language detected. | Financial or reward language detected. | Link or verification action detected.,financial | link | urgent_language
"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",0,1,25,MEDIUM,false_positive,Banking-related language detected. | Financial or reward language detected.,banking | financial
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",1,0,20,LOW,false_negative,Link or verification action detected.,link
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
This message is brought to you by GMW Ltd. and is not connected to the,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,1,0,20,LOW,false_negative,Link or verification action detected.,link
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,1,0,20,LOW,false_negative,Link or verification action detected.,link
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,1,0,20,LOW,false_negative,Link or verification action detected.,link
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
FROM 88066 LOST å£12 HELP,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0,1,25,MEDIUM,false_positive,Threat of account suspension or closure detected.,threat
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",0,1,45,MEDIUM,false_positive,Credential or authentication language detected. | Sensitive personal information language detected.,credential | personal_information
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Send me your id and password,0,1,90,CRITICAL,false_positive,"Credential or authentication language detected. | Sensitive personal information language detected. | Request for OTP, password, PIN, or another credential detected. | Request for sensitive personal or financial information detected.",credential | credential_request | personal_information | sensitive_request
U‰Ûªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",0,1,25,MEDIUM,false_positive,Threat of account suspension or closure detected.,threat
FreeMsg>FAV XMAS TONES!Reply REAL,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Adult 18 Content Your video will be with you shortly,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0,1,25,MEDIUM,false_positive,Threat of account suspension or closure detected.,threat
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
You have 1 new message. Please call 08712400200.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
We currently have a message awaiting your collection. To collect your message just call 08718723815.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,0,1,25,MEDIUM,false_positive,Threat of account suspension or closure detected.,threat
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
